Batch Number,Start Listing Date and Time (IST),Stop Listing at Date and Time (IST),Start bid price (Rs.),Initial bid cost (Tickets),Initial status check cost (Tickets),Reference ID,Category,Product Title,Description,MSRP,Base Price
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1820,Furniture & Fixtures,Barewether Single Bed,Barewether Engineered Wood Single Bed,9239,9146
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1520,Home Appliances,Luminious Inverter,LUMINOUS Zelio+ 1100/12V Pure Sine Wave Inverter,5999,5939
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1539,Home Appliances,Flipkartair Cooler,Flipkart SmartBuy 47 L Tower Air Cooler,7499,7424
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 61,Computer Accessories,Transcend Hard Disk,Transcend 2.5 Inch 1 Tb External Hard Disk,5199,5147
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1690,Furniture & Fixtures,Nilkamal Coffee Table,Nilkamal Zina Wood Coffee Table,7200,7128
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 755,Camera & Photography,Nikon Dslr,Nikon D5600 Dslr Camera Body With Dual Lens,5999,5939
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1808,Furniture & Fixtures,Spacewood Single Bed,SPACEWOOD Engineered Wood Single Box Bed,9116,9024
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1584,Furniture & Fixtures,Saverschoice Wardrobe,SAVERSCHOICE Brick Single Door Wardrobe,6390,6326
1,2021-11-03 09:00:00 +0000 +0000,2021-11-04 09:00:00 +0000 +0000,1,1,1,AF 1953,Home Appliances,Wolf Garten Lawn Mower,WOLF GARTEN Manual Reel Push Lawn Mower,5400,5346
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 224,Home Appliances,Black Decker OTG,Black & Decker 19L Oven Toaster Grill,5995,5935
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 1537,Home Appliances,Lifelong Air Cooler,Lifelong 65 L Desert Air Cooler,8971,8881
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 631,Furniture & Fixtures,Plantex Shelf,Plantex Pl3)Atinum 304 Grade Stainless Steel Bathroom Mirror Cabinet 3Shelf,5299,5246
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,1123,Health Appliances,YOGA ROLLER VIBRATING,waldon vibrating yoga roller,8999,8909
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 181,ACs & Coolers,Symphony Air Cooler,Symphony 31 L Room/Personal Air Cooler,8599,8513
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 1949,Furniture & Fixtures,Yipi Frozen Smart/Storage Bed,Yipi Frozen Smart Box Storage Bed,7961,7881
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 1952,Home Appliances,Vimal Lawn Mower,"Vimal LAWN MOWER - MANUAL 14"" 14 inch",5509,5453
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 1231,Audio & Speakers,F&D F 3800X Home Theatre,F&D F 3800X 80 W Bluetooth Home Theatre,5999,5939
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 1542,Home Appliances,Kenstar Air Cooler,Kenstar 35 L Room/Personal Air Cooler,5990,5930
2,2021-11-03 17:00:00 +0000 +0000,2021-11-04 17:00:00 +0000 +0000,1,1,1,AF 566,Curios & Decorations,Sagar World Painting,Sagar World Digital Reprint 36 Inch X 24 Inch Painting,6000,5940
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 729,Electronics,Livato Projector,Livato Uc68 Fullhd Led Wifi Projector Portable Projector,7297,7224
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 1649,Home Appliances,Whirlpool Microwave Oven,Whirlpool 20 L Convection Microwave Oven,9240,9147
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 1227,Bags Travel Accessories,Philips Home Theatre,PHILIPS MMS8085B/94 Convertible 80 W Bluetooth Home Theatre,6999,6929
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 1303,Audio & Speakers,Jbl Sound Bar,JBL Moviebar 80 Dolby Digital 110 W Bluetooth Soundbar,8999,8909
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 314,Health & Beauty,Remington Hair Dyrer,"Remington AC8002 - Keratin Protect Dryer Hair Dryer (2200 W, Multicolor)",6995,6925
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 185,ACs & Coolers,Onida Air Cooler,Onida 75 L Room/Personal Air Cooler,8199,8117
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 39,Computer Accessories,Lenovo Monitor,Lenovo 21.5 Inch Full Hd Va Panel,8290,8207
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 1740,Home Appliances,Carigar Grass Trimmer,CARIGAR Brush Cutter 5S BC 01| 52cc Fuel Grass Trimmer,6999,6929
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 1300,Furniture & Fixtures,Suncrown Furniture Book Shelf,Suncrown Furniture Wood Open Book Shelf,9999,9899
3,2021-11-04 01:00:00 +0000 +0000,2021-11-05 01:00:00 +0000 +0000,1,1,1,AF 1831,Furniture & Fixtures,Woodness Pluto /Book Shelf,WOODNESS Pluto Engineered Wood Close Book Shelf,8197,8115
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1773,Home Appliances,Isc Wood Machine,ISC YK Router Machine Wood Working Router Machine,5999,5939
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1576,Furniture & Fixtures,Spacewood Wardrobe,"Spacewood Texas 2 Door Wardrobe (Woodpore Finish, Natural Wenge)",9645,9548
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1597,Furniture & Fixtures,Balaji Dressing Table,BALAJI FURNITURE Sheesham Wood Dressing Mirror,7499,7424
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 335,Watches,Fossil Men Watch,Ch2927I Briggs Analog Watch - For Men#Justhere,5697,5640
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1470,Home Appliances,Inalsa Chimney,Inalsa 60 cm Pyramid Chimney SS Baffle Wall Mounted Chimney,5995,5935
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,1101,Health Appliances,ELECTRIC BREAST PUMP ,ELECTRIC BREAST PUMP ,8999,8909
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1783,Furniture & Fixtures,Adona Wood Study Table,Adona Utopia Extendable Student Desk-n-Chair Study Table,7999,7919
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,66,Home Furnishing,Bedsheet Set,Spring Summer Collection Pack of 7 Bedsheetts with 14 Pillow  Covers,5500,5445
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1933,Furniture & Fixtures,Crystal Furnitech Book Shelf,Crystal Furnitech Engineered Wood Close Book Shelf,7458,7383
4,2021-11-04 09:00:00 +0000 +0000,2021-11-05 09:00:00 +0000 +0000,1,1,1,AF 1977,Furniture & Fixtures,Delite Kom Glide Computer Desk,Delite Kom Glide Engineered Wood Computer Desk,9906,9806
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 1973,Furniture & Fixtures,Duroflex Shuffle Study Table,duroflex Shuffle Engineered Wood Study Table,5720,5662
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 1527,Home Appliances,Enphase Inverter,Enphase IQ7A IQ7A Microinverter Pure Sine Wave Inverter,8999,8909
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 196,Home Appliances,Kenstar Water Geyser,Kenstar 25 L Storage Water Geyser,5499,5444
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 174,Home Appliances,Kent Vaccum Cleaner,Kent Ksl-160 Bagless Dry Vacuum Cleaner,5999,5939
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 1817,Furniture & Fixtures,Hometown Ria Engineered Bed,Hometown Ria Engineered Wood Single Box Bed,9987,9887
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 1031,Sports / Games & Toys,Evoke Ojas Exercise Bike,Evoke Ojas -110 Exercise Cycle with Moving Handles for Home Gym at Home,6499,6434
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 707,Home Appliances,Pureit Air Purifier,Pureit H101 Portable Room Air Purifier,7099,7028
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,AF 1024,Sports / Games & Toys,Sparnod Exercise Bike,Sparnod Fitness SAB-05 Air Bike Exercise Cycle for Home Gym,8332,8248
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,35,Home Furnishing,Bedsheet Combo Set,Pastel collection: 5 Cotton bed sheet + 10 pillow covers + 5 cushion covers,5200,5148
5,2021-11-04 17:00:00 +0000 +0000,2021-11-05 17:00:00 +0000 +0000,1,1,1,457,Electronics & Appliances,ELECTRIC BREAST PUMP,ELECTRIC BREAST PUMP (Gold & Pink)    ,8999,8909
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 702,Home Appliances,Carrier Air Purifier,Carrier Ap2006 Portable Room Air Purifier,9990,9890
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1795,Furniture & Fixtures,Luvlap Wooden Cot,LuvLap C-10 Baby Wooden Cot,8999,8909
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1547,Home Appliances,Voltas Air Cooler,Voltas 54 L Window Air Cooler,7950,7870
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 701,Home Appliances,Eureka Air Purifier,Eureka Forbes Aeroguard Breeze Portable Room Air Purifier,6999,6929
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 59,Computer Accessories,Seagate Hard Disk,Seagate Ultra 2 Tb External Hard Drive,5599,5543
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1208,Home Appliances,Innofur Computer Desk,InnoFur Trapezi Beige Engineered Wood Computer Desk (Modular),5999,5939
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1853,Home Appliances,Corvids Ladder,Corvids 13-steps Aluminium Ladder (With Platform),9998,9898
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1947,Home Appliances,Gch Lawn Mower,GCH Falcon Easy-38 Falcon easy 38 Manual Push Lawn Mower,5399,5345
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1765,Home Appliances,Torpedo Sprayer,Torpedo TMGF2L 2 L Hand Held Sprayer,8000,7920
6,2021-11-05 01:00:00 +0000 +0000,2021-11-06 01:00:00 +0000 +0000,1,1,1,AF 1861,Home Appliances,Equal Ladder,Equal Aluminium Ladder (Hand Rail),8999,8909
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 693,Computer Accessories,Hyperx Alloy Gaming Keyboard,Hyperx Alloy Origins Core - Tenkeyless Mechanical Gaming Keyboard,8990,8900
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 1054,Furniture & Fixtures,Sekar Lifestyle Sofa,Sekar Lifestyle Home & Office Series Leatherette Sofa,6000,5940
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 1206,Home Appliances,Krijen Study Table,KRIJEN Duet Folding Space Saver Wood Study Table,8000,7920
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 193,Home Appliances,Cropmton Water Geyser,Cropmton 25 L Storage Water Geyser,5799,5741
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 1205,Home Appliances,4Homez Office/Study Table,4Homez Multipurpose Study/Office Table,5999,5939
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 723,Electronics,Nishica Projector,Nishica Uc68 Pro Fullhd Led Projector 115Inch Portable Projector,6995,6925
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 182,ACs & Coolers,Bajaj Air Cooler,Bajaj 54 L Desert Air Cooler,8999,8909
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 882,Curios & Decorations,Jugeoal Stake,Juegoal 28 Inch Butterfly Garden Stake Decor,5418,5363
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 1916,Home Appliances,Kalco Ladder,KALCO Model No.K-7016 Aluminium Ladder (With Platform),5600,5544
7,2021-11-05 09:00:00 +0000 +0000,2021-11-06 09:00:00 +0000 +0000,1,1,1,AF 22,Computer Accessories,Lenovo Hardisk,Lenovo F309 Usb3.0 1Tb External Hard Disk,6700,6633
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 1755,Home Appliances,Shori Fogger,SHoRI TORPEDO SUPER FOGGER 2 L Hand Held Sprayer,7800,7722
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,760,Electronics & Appliances,FETAL DOPPLER,FETAL DOPPLER    ,6999,6929
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 705,Electronics,Rodex Projector,"Rodex Uc40 Has Hdmi, Av, Usb Ports Projector",5999,5939
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 290,Home Appliances,Bajaj Juicer,"Bajaj  Majesty 400 W Juicer (1 Jar, Black)",6640,6573
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 775,Camera & Photography,Moza Mini Gimbal,Moza Mini Mx 3 Axis Gimbal,7350,7276
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 1579,Furniture & Fixtures,Hudson Wardrobe,"Hudson's Wardrobe with Mirror, Drawers & Double Doors",8790,8702
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 700,Home Appliances,Havells Air Purifier,Havells Ap20 Portable Room Air Purifier,7858,7779
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 1193,Home Appliances,Vivan Interio Office Chair,VIVAN INTERIO Bonded Leather Office Executive Chair,8999,8909
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 183,ACs & Coolers,Havells Air Cooler,Havells 18 L Room/Personal Air Cooler,5799,5741
8,2021-11-05 17:00:00 +0000 +0000,2021-11-06 17:00:00 +0000 +0000,1,1,1,AF 266,Bags Travel Accessories,Brand Leather,Large 35L Laptop Backpack 100% Genuine Leather,5699,5642
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 411,Curios & Decorations,Rythm Wall Clock,Rhythm Analog Gold Clock,7275,7202
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1255,Furniture & Fixtures,Home Full Shoe Rack,Home Full Wood Shoe Rack,8599,8513
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 808,Camera & Photography,Canon Camera Lens,Canon Ef 50 Mm F/1.8 Stm Lens,8961,8871
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1971,Furniture & Fixtures,Duroflex Switch/Study Table,Duroflex Switch Engineered Wood Study Table,7800,7722
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 82,Home Appliances,Butterfly Grinder,Butterfly Rapid 4 Jar 750 Watts 750 W Juicer Mixer Grinder,5499,5444
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1029,Sports / Games & Toys,Powermax Exercise Bike,PowerMax Fitness BU-200 Exercise Upright Bike for Home Gym,5599,5543
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1034,Sports / Games & Toys,Lifeline Treadmill,Lifeline LYSN5213 Manual Treadmill,9700,9603
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1771,Home Appliances,Animex Chainsw,Aimex DT-751 Heavy Duty Gasoline Chainsaw Fuel Chainsaw,7499,7424
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1525,Home Appliances,Amaron Inverter,amaron 880va Pure Sine Wave Inverter,5300,5247
9,2021-11-06 01:00:00 +0000 +0000,2021-11-07 01:00:00 +0000 +0000,1,1,1,AF 1744,Home Appliances,Sauran Fuel Grass Trimmer,Sauran 52cc Petrol Brush Cutter heavy duty Fuel Grass Trimmer,8991,8901
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 1594,Furniture & Fixtures,Spacewood Dressing Table,Spacewood Value Dressing Table (Natural Wenge),6861,6792
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 318,Health & Beauty,Gammapiu Hair Dryer,"Gammapiu Relax Power Relax Power Hair Dryer (2000 W, Black)",6999,6929
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 1531,Home Appliances,Hindware Air Cooler,Hindware 85 L Desert Air Cooler,9523,9427
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 685,Home Appliances,Philips Air Purifier,Philips AC0817 Portable Room Air Purifier,5999,5939
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 725,Home Appliances,Kent Air Purifier,Kent Ozone Wall Air Purifier,5820,5761
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 1475,Home Appliances,Pigeon Chimney,Pigeon 12415 Wall Mounted Chimney,9308,9214
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 1583,Furniture & Fixtures,Casagroves Wardrobe,Casagroves Insignia 2 Door Wardrobe,8499,8414
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,1122,Health Appliances,YOGA ROLLER VIBRATING,waldon vibrating yoga roller,8999,8909
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 1600,Furniture & Fixtures,Induscraft Dressing Mirror,induscraft standard dressing mirror,6800,6732
10,2021-11-06 09:00:00 +0000 +0000,2021-11-07 09:00:00 +0000 +0000,1,1,1,AF 698,Home Appliances,Voltas Air Purifier,Voltas Vap26Two Portable Room Air Purifier,8450,8365
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1460,Home Appliances,Kaff Elf Chimney,Kaff ELF DHC 60 Auto Clean Wall Mounted Chimney,8799,8711
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1450,Home Appliances,Wirlpool Chimney,Whirlpool CG 601 HAC HOOD Wall Mounted Chimney,9999,9899
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 590,Electronics,Ibs Projector,Ibs T20 1500 Lcd Mini Projector,7219,7146
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1233,Audio & Speakers,Infinity Home Theatre,INFINITY by Harman Hardrock Bluetooth Home Theatre,8499,8414
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1761,Home Appliances,Eagrocare Sprayer,Eagrocare EAC-767HB-4S 25 L Backpack Sprayer (Pack of 1),9999,9899
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1712,Furniture & Fixtures,Royal Living Room Chair,ROYAL BHARAT Solid Wood Living Room Chair,5000,4950
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 116,Audio & Speakers,Jbl Speaker,Jbl Flip 3 Stealth Edition,7999,7919
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 699,Home Appliances,Toshiba Air Purifier,Toshiba Caf-W48Xin Portable Room Air Purifier,8399,8315
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1279,Furniture & Fixtures,Home Full Cabinet,Home Full Wood Cabinet,7699,7622
11,2021-11-06 17:00:00 +0000 +0000,2021-11-07 17:00:00 +0000 +0000,1,1,1,AF 1865,Home Appliances,Grazia Ladder,Grazia Aluminium Ladder (With Platform),5985,5925
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,37,Home Furnishing,Bedsheet Combo Set,own your pastels 5 cotton bed sheet + 10 pillow covers + 1 bedsheet free,5500,5445
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,AF 1990,Furniture & Fixtures,4Homez /Kids Study Table,4Homez Multipurpose Kids Study Table,6299,6236
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,AF 1945,Home Appliances,Incgo Lawn Mower,INGCO 1600W Electric Lawn Mower,8899,8810
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,AF 1976,Furniture & Fixtures,Hometown /Study Table,Hometown Engineered Wood Study Table,7425,7350
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,AF 1858,Furniture & Fixtures,Barewether Flash/ Tudy Table,Barewether Flash Engineered Wood Study Table,6259,6196
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,AF 168,Audio & Speakers,Boat Bluetooth Soundbaar,"Boat Aavante Bar 1200 80 W Bluetooth Soundbar (Premium Black, 2.1 Channel)",6299,6236
12,2021-11-07 01:00:00 +0000 +0000,2021-11-08 01:00:00 +0000 +0000,1,1,1,AF 1777,Home Appliances,Digital Craft Planer,Digital Craft Powerful Electric Wood Hand Planer,5999,5939
